prototype_index,id,Pearson_symbol,space_group_number,Wyckoff_site,lattice_params,basis_params,lattice_params_value,basis_params_value
122,tP10-Si2U3-127,tP10,127,"['g', 'ah']","['a', 'c/a']","['x2', 'x3']","[7.3364, 0.530232811733]","[0.3841, 0.1821]"
123,cP6-Cu2O-224,cP6,224,"['b', 'a']",['a'],[],[4.267],[]
124,mP16-Pu-11,mP16,11,['eeeeeeee'],"['a', 'b/a', 'c/a', 'beta']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'z4', 'x5', 'z5', 'x6', 'z6', 'x7', 'z7', 'x8', 'z8']","[6.183, 0.779880316998, 1.77308749798, 101.79]","[0.345, 0.162, 0.767, 0.168, 0.128, 0.34, 0.657, 0.457, 0.025, 0.618, 0.473, 0.653, 0.328, -0.074, 0.869, 0.894]"
125,oI4-AsGa-44,oI4,44,"['a', 'b']","['a', 'b/a', 'c/a']","['z1', 'z2']","[4.92, 0.973577235772, 0.535569105691]","[0.0, 0.425]"
126,tI16-SiU3-140,tI16,140,"['b', 'ah']","['a', 'c/a']",['x3'],"[6.017, 1.44241316271]",[0.231]
127,oP2-CdTe-25,oP2,25,"['b', 'a']","['a', 'b/a', 'c/a']","['z1', 'z2']","[2.8102, 1.87104120703, 1.0769696107]","[0.0, 0.25]"
128,tP8-BaS3-113,tP8,113,"['a', 'ce']","['a', 'c/a']","['z2', 'x3', 'z3']","[6.871, 0.606622034638]","[0.206, 0.1797, 0.476]"
129,cF8-ClNa-225,cF8,225,"['a', 'b']",['a'],[],[5.63931],[]
130,cP20-Mn-213,cP20,213,['cd'],['a'],"['x1', 'y2']",[6.315],"[0.06361, 0.20224]"
131,hP6-AlB4Mg-191,hP6,191,"['a', 'h', 'b']","['a', 'c/a']",['z3'],"[3.04436, 2.20489035462]",[0.2413]
132,hR5-Ni3S2-155,hR5,155,"['e', 'c']","['a', 'c/a']","['x1', 'x2']","[5.73296, 1.24097324942]","[0.2521, 0.2449]"
133,oP8-Np-62,oP8,62,['cc'],"['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2']","[6.663, 0.708839861924, 0.73345339937]","[0.464, 0.292, 0.181, 0.658]"
134,hP2-Mg-194,hP2,194,['c'],"['a', 'c/a']",[],"[3.2093, 1.62359393014]",[]
135,oP16-CFe3-62,oP16,62,"['c', 'cd']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'y3', 'z3']","[5.09, 1.3257367387, 0.888605108055]","[0.39, 0.05, 0.036, 0.852, 0.186, 0.063, 0.328]"
136,tP50-B-134,tP50,134,['bmmnn'],"['a', 'c/a']","['x2', 'z2', 'x3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[8.74, 0.575514874142]","[0.0048, 0.1685, 0.1305, 0.628, 0.1695, 0.5228, 0.1635, 0.0753, 0.3383, 0.1485]"
137,oC12-Br2Hg-36,oC12,36,"['aa', 'a']","['a', 'b/a', 'c/a']","['y1', 'z1', 'y2', 'z2', 'y3', 'z3']","[4.624, 1.46820934256, 2.69139273356]","[0.333, 0.0, 0.061, 0.134, 0.395, 0.366]"
138,cP8-N-205,cP8,205,['c'],['a'],['x1'],[5.65],[0.05569]
139,hP9-Fe2P-150,hP9,150,"['ef', 'bd']","['a', 'c/a']","['z2', 'x3', 'x4']","[5.85, 0.589743589744]","[0.875, 0.26, 0.6]"
140,cF4-Cu-225,cF4,225,['a'],['a'],[],[3.61491],[]
141,oP4-CuTe-59,oP4,59,"['a', 'b']","['a', 'b/a', 'c/a']","['z1', 'z2']","[3.15, 1.29841269841, 2.20634920635]","[0.051, 0.277]"
142,hP6-MoS2-194,hP6,194,"['c', 'f']","['a', 'c/a']",['z2'],"[3.161, 3.8895919013]",[0.6275]
143,hR26-AlPd-148,hR26,148,"['bff', 'aff']","['a', 'c/a']","['x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6']","[15.659, 0.335334312536]","[0.054, 0.346, 0.098, 0.754, 0.15699, 0.6, 0.555, 0.84401, 0.599, 0.252, 0.65501, 0.098]"
144,cI52-Cu5Zn8-217,cI52,217,"['ce', 'cg']",['a'],"['x1', 'x2', 'x3', 'x4', 'z4']",[8.8664],"[0.32774, 0.10781, 0.64421, 0.68844, 0.03674]"
145,cP12-FeS2-205,cP12,205,"['a', 'c']",['a'],['x2'],[5.417],[0.3851]
146,tI16-SeTl-140,tI16,140,"['ab', 'h']","['a', 'c/a']",['x3'],"[8.03, 0.87297633873]",[0.179]
147,hP12-CuS-194,hP12,194,"['df', 'ce']","['a', 'c/a']","['z3', 'z4']","[3.976, 4.12022132797]","[0.0637, 0.10724]"
148,oC20-PtSn4-41,oC20,41,"['a', 'bb']","['a', 'b/a', 'c/a']","['z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']","[6.388, 1.00485284909, 1.7778647464]","[0.0, 0.673, 0.327, 0.376, 0.827, 0.673, 0.125]"
149,cP32-CrFe27MoNi3-221,cP32,221,"['a', 'dij', 'b', 'c']",['a'],"['y5', 'y6']",[7.04],"[0.245, 0.26]"
150,oP13-Ba2Cu3O7–xY-47,oP13,47,"['t', 'aq', 'eqrs', 'h']","['a', 'b/a', 'c/a']","['z4', 'z5', 'z6', 'z7', 'z8']","[3.8187, 1.01691675177, 3.05567339671]","[0.3554, 0.1579, 0.3771, 0.3788, 0.18445]"
151,cI32-CrFe12Ni3-229,cI32,229,"['a', 'h', 'b']",['a'],['y3'],[7.04],[0.7625]
152,hP9-Fe2P-189,hP9,189,"['fg', 'bc']","['a', 'c/a']","['x3', 'x4']","[5.877, 0.584822188191]","[0.256, 0.589]"
153,cP5-CFe4-215,cP5,215,"['a', 'e']",['a'],['x2'],[3.878],[0.265]
154,oP16-CuS2Sb-62,oP16,62,"['c', 'cc', 'c']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'z4']","[6.018, 0.630741110003, 2.4086075108]","[0.2522, 0.8276, 0.6221, 0.095, 0.8706, 0.8244, 0.226, 0.06333]"
155,tP30-U-136,tP30,136,['bfiij'],"['a', 'c/a']","['x2', 'x3', 'y3', 'x4', 'y4', 'x5', 'z5']","[10.59, 0.532011331445]","[0.1033, 0.3667, 0.0383, 0.5608, 0.2354, 0.3183, 0.27]"
156,cF12-CaF2-225,cF12,225,"['a', 'c']",['a'],[],[5.4631],[]
157,hP18-Mg2Ni-180,hP18,180,"['fi', 'bd']","['a', 'c/a']","['z3', 'x4']","[5.198, 2.54136206233]","[0.163, 0.1141]"
158,hR2-C-166,hR2,166,['c'],"['a', 'c/a']",['x1'],"[2.456, 4.08957654723]",[0.16667]
159,cF108-CrFe18Ni8-225,cF108,225,"['a', 'eh', 'f']",['a'],"['x2', 'x3', 'y4']",[10.56],"[0.325, 0.65833, 0.66]"
160,hP16-AlN3Ti4-194,hP16,194,"['c', 'af', 'ef']","['a', 'c/a']","['z3', 'z4', 'z5']","[2.988, 7.82195448461]","[0.1543, 0.605, 0.0539]"
161,oP20-S3Sb2-62,oP20,62,"['ccc', 'cc']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'z4', 'x5', 'z5']","[11.282, 0.339443361106, 0.994947704308]","[0.2922, 0.19181, 0.4504, 0.877, 0.6246, 0.5611, -0.02937, 0.17398, 0.64939, -0.03603]"
162,tP4-PtS-131,tP4,131,"['c', 'e']","['a', 'c/a']",[],"[4.9073, 1.24500234345]",[]
163,oC4-U-63,oC4,63,['c'],"['a', 'b/a', 'c/a']",['y1'],"[2.8444, 2.06331739558, 1.73379271551]",[0.10228]
164,cP16-CrFe11MoNi3-221,cP16,221,"['a', 'dg', 'b', 'c']",['a'],['x5'],[5.74],[0.245]
165,oP8-SnS-62,oP8,62,"['c', 'c']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2']","[11.18, 0.356171735242, 0.387209302326]","[0.3507, 0.0201, 0.61937, 0.3806]"
166,hP12-MgZn2-194,hP12,194,"['f', 'ah']","['a', 'c/a']","['z2', 'x3']","[5.223, 1.64005360904]","[0.06286, 0.83048]"
167,oP8-AsCo-33,oP8,33,"['a', 'a']","['a', 'b/a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2']","[5.2857, 1.11007056776, 0.659950432298]","[0.1996, 0.5867, 0.2506, 0.002, 0.2003, 0.25]"
168,hP6-C-194,hP6,194,['h'],"['a', 'c/a']",['x1'],"[4.40445, 0.568892824303]",[0.44799]
169,cP8-N-198,cP8,198,['aa'],['a'],"['x1', 'x2']",[5.65],"[0.0699, -0.0378]"
170,oP12-AlPS4-16,oP12,16,"['ag', 'cd', 'uu']","['a', 'b/a', 'c/a']","['x5', 'y5', 'z5', 'x6', 'y6', 'z6']","[5.61, 1.01069518717, 1.61319073084]","[0.2, 0.26, 0.125, 0.74, 0.8, 0.63]"
171,cF24-O2Si-227,cF24,227,"['c', 'a']",['a'],[],[7.166],[]
172,cF52-B12U-225,cF52,225,"['i', 'a']",['a'],['y2'],[7.468],[0.666]
173,hP8-CFe3-182,hP8,182,"['c', 'g']","['a', 'c/a']",['x2'],"[4.8507, 0.866967654153]",[0.3249]
174,cF16-BiF3-225,cF16,225,"['a', 'bc']",['a'],[],[5.853],[]
175,cP46-Si-223,cP46,223,['dik'],['a'],"['x2', 'y3', 'z3']",[10.355],"[0.1837, 0.1172, 0.3077]"
176,mC28-B2Pd5-15,mC28,15,"['f', 'eff']","['a', 'b/a', 'c/a', 'beta']","['y1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[12.786, 0.387533239481, 0.427968090099, 97.03333]","[0.5727, 0.106, 0.311, 0.077, 0.0958, 0.0952, 0.4213, 0.7127, 0.0726, 0.3138]"
177,oC8-CdPt3-65,oC8,65,"['a', 'bf']","['a', 'b/a', 'c/a']",[],"[5.82068, 1.35259626023, 0.493507631411]",[]
178,hP36-Ag(CKN)2-163,hP36,163,"['h', 'i', 'bf', 'i']","['a', 'c/a']","['z2', 'x3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[7.384, 2.37716684724]","[0.01, 0.833, 0.33333, 0.03833, 0.141, 0.03167, 0.365, 0.083]"
179,oC8-I-64,oC8,64,['f'],"['a', 'b/a', 'c/a']","['y1', 'z1']","[7.11906, 0.654575182679, 1.37596817557]","[0.15485, 0.1175]"
180,tI12-O2Ti-141,tI12,141,"['e', 'a']","['a', 'c/a']",['z2'],"[3.785, 2.51360634082]",[0.08306]
181,oF8-Pu-70,oF8,70,['a'],"['a', 'b/a', 'c/a']",[],"[3.1587, 1.82613100326, 3.21714629436]",[]
182,hP9-NV2-162,hP9,162,"['ad', 'k']","['a', 'c/a']","['x3', 'z3']","[4.917, 0.929021761237]","[0.325, 0.272]"
183,oP24-AuTe2-28,oP24,28,"['acd', 'ccddd']","['a', 'b/a', 'c/a']","['z1', 'y2', 'z2', 'y3', 'z3', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8']","[16.54, 0.533252720677, 0.269649334946]","[0.0, 0.319, 0.014, 0.018, 0.042, 0.617, 0.042, 0.624, 0.334, 0.5, 0.503, 0.301, 0.042, 0.632, 0.636, 0.5, 0.619, 0.036, 0.5]"
184,cI80-Mn2O3-206,cI80,206,"['a', 'd', 'e']",['a'],"['x2', 'x3', 'y3', 'z3']",[9.4],"[-0.0344, 0.338, 0.1, 0.125]"
185,hP3-Se-152,hP3,152,['a'],"['a', 'c/a']",['x1'],"[4.3662, 1.13453346159]",[0.2254]
186,tP6-O2Ti-136,tP6,136,"['f', 'a']","['a', 'c/a']",['x2'],"[4.5922, 0.644005052045]",[0.30496]
187,cP8-alpha-CO-198,cP8,198,"['a', 'a']",['a'],"['x1', 'x2']",[5.63],"[-0.042, 0.067]"
188,mP4-NiTi-11,mP4,11,"['e', 'e']","['a', 'b/a', 'c/a', 'beta']","['x1', 'z1', 'x2', 'z2']","[2.8837, 1.42393452856, 1.61854561848, 82.062]","[0.0387, 0.8252, 0.5887, 0.7184]"
189,cP12-NiSSb-198,cP12,198,"['a', 'a', 'a']",['a'],"['x1', 'x2', 'x3']",[5.881],"[-0.024, 0.39, 0.875]"
190,hR1-beta-Po-166,hR1,166,['a'],"['a', 'c/a']",[],"[5.07846, 0.968139947937]",[]
191,hP9-CrSi2-180,hP9,180,"['d', 'j']","['a', 'c/a']",['x2'],"[4.42758, 1.43826876081]",[0.16559]
192,tI14-Al2CdS4-82,tI14,82,"['bc', 'a', 'g']","['a', 'c/a']","['x4', 'y4', 'z4']","[5.55, 1.85585585586]","[0.26, 0.25, 0.13]"
193,hR7-B5Mo2-166,hR7,166,"['acc', 'c']","['a', 'c/a']","['x2', 'x3', 'x4']","[3.011, 6.9511790103]","[0.186, 0.33333, 0.075]"
194,oF72-GeS2-43,oF72,43,"['ab', 'bbb']","['a', 'b/a', 'c/a']","['z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[11.66, 1.91595197256, 0.58833619211]","[0.0, 0.125, 0.13889, 0.0, 0.02222, 0.08056, 0.18333, 0.15278, -0.01389, -0.18333, 0.0625, 0.125, 0.27778]"
195,hP4-C-186,hP4,186,['ab'],"['a', 'c/a']","['z1', 'z2']","[2.47, 2.75303643725]","[0.0, 0.07143]"
196,cP2-ClCs-221,cP2,221,"['b', 'a']",['a'],[],[4.07925],[]
197,hP1-HgSn6–10-191,hP1,191,['a'],"['a', 'c/a']",[],"[3.2062, 0.931195808122]",[]
198,hP9-AgZn-147,hP9,147,"['g', 'ad']","['a', 'c/a']","['z2', 'x3', 'y3', 'z3']","[7.636, 0.369264012572]","[0.25, 0.33333, 0.0, 0.25]"
199,tI16-BMo-141,tI16,141,"['e', 'e']","['a', 'c/a']","['z1', 'z2']","[3.108, 5.45045045045]","[0.227, 0.071]"
200,cP16-H3N-198,cP16,198,"['b', 'a']",['a'],"['x1', 'x2', 'y2', 'z2']",[5.1305],"[0.2107, 0.3689, 0.2671, 0.1159]"
201,oC8-C2CeNi-38,oC8,38,"['e', 'a', 'b']","['a', 'b/a', 'c/a']","['z1', 'z2', 'y3', 'z3']","[3.875, 1.17470967742, 1.59019354839]","[0.0, 0.6144, 0.155, 0.2914]"
202,tP4-N-136,tP4,136,['f'],"['a', 'c/a']",['x1'],"[3.957, 1.29112964367]",[0.098]
203,hP3-AlB2-191,hP3,191,"['a', 'd']","['a', 'c/a']",[],"[3.005, 1.08276206323]",[]
204,hR1-alpha-Hg-166,hR1,166,['a'],"['a', 'c/a']",[],"[3.45741, 1.92728082582]",[]
205,hP8-AsNa3-194,hP8,194,"['c', 'bf']","['a', 'c/a']",['z3'],"[5.088, 1.76533018868]",[-0.083]
206,oF128-S-70,oF128,70,['hhhh'],"['a', 'b/a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[10.4646, 1.22947843205, 2.33988876785]","[0.14415, 0.04732, 0.0486, 0.29277, 0.2269, 0.25406, 0.21598, 0.28022, 0.32618, 0.21405, 0.15761, 0.37947]"
207,tI4-Si-139,tI4,139,['e'],"['a', 'c/a']",['z1'],"[3.34916, 1.94217355994]",[0.819]
208,hR105-B-166,hR105,166,['bchhhhhhhhhiiii'],"['a', 'c/a']","['x2', 'x3', 'y3', 'x4', 'y4', 'x5', 'y5', 'x6', 'y6', 'x7', 'y7', 'x8', 'y8', 'x9', 'y9', 'x10', 'y10', 'x11', 'y11', 'x12', 'y12', 'z12', 'x13', 'y13', 'z13', 'x14', 'y14', 'z14', 'x15', 'y15', 'z15']","[10.96, 2.17974452555]","[0.3848, 0.3843, 0.21309, 0.4895, 0.2178, 0.3873, 0.56899, 0.1991, 0.50609, 0.1983, 0.6874, 0.1032, 0.49209, 0.9933, 0.6698, 0.1008, 0.8374, 0.0025, 0.16801, 0.3622, 0.58109, 0.0976, 0.3765, 0.68261, 0.2024, 0.1673, 0.55209, 0.8921, 0.1777, 0.3473, 0.0033]"
209,hP4-C-194,hP4,194,['bc'],"['a', 'c/a']",[],"[2.464, 2.72362012987]",[]
210,tI24-O4SiZr-141,tI24,141,"['h', 'b', 'a']","['a', 'c/a']","['y3', 'z3']","[6.6042, 0.905423821205]","[0.066, 0.1951]"
211,tI12-BO4P-82,tI12,82,"['c', 'g', 'a']","['a', 'c/a']","['x3', 'y3', 'z3']","[4.3404, 1.53216293429]","[0.256, 0.2566, 0.3722]"
212,oP6-FeS2-58,oP6,58,"['a', 'g']","['a', 'b/a', 'c/a']","['x2', 'y2']","[4.4446, 1.22049228277, 0.761913333033]","[0.2004, 0.3787]"
213,cP5-CaO3Ti-221,cP5,221,"['a', 'c', 'b']",['a'],[],[3.795],[]
214,oP16-CdSb-61,oP16,61,"['c', 'c']","['a', 'b/a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2']","[6.471, 1.27538247566, 1.31757070005]","[0.136, 0.072, 0.108, 0.456, 0.119, 0.872]"
215,mP32-Se-14,mP32,14,['eeeeeeee'],"['a', 'b/a', 'c/a', 'beta']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8']","[9.31, 0.866809881847, 1.38023630505, 93.13333]","[0.437, 0.185, 0.084, 0.246, 0.273, -0.023, 0.24, 0.102, 0.828, 0.05, -0.08, 0.852, 0.157, 0.669, -0.09, 0.142, 0.66, 0.09, 0.368, 0.746, 0.16, 0.334, 0.021, 0.21]"
216,hP4-SZn-186,hP4,186,"['b', 'b']","['a', 'c/a']","['z1', 'z2']","[3.8227, 1.63776911607]","[0.3748, 0.0]"
217,oC8-IrV-65,oC8,65,"['j', 'g']","['a', 'b/a', 'c/a']","['x1', 'y2']","[5.971, 1.1314687657, 0.468263272484]","[0.28, 0.22]"
218,hP6-BCLi-194,hP6,194,"['c', 'd', 'a']","['a', 'c/a']",[],"[2.752, 2.56468023256]",[]
219,cF48-CTi2-227,cF48,227,"['c', 'e']",['a'],['x2'],[8.6],[0.245]
220,cI10-F4Si-217,cI10,217,"['c', 'a']",['a'],['x2'],[5.45858],[0.165]
221,mP84-P-13,mP84,13,['ggggggggggggggggggggg'],"['a', 'b/a', 'c/a', 'beta']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9', 'x10', 'y10', 'z10', 'x11', 'y11', 'z11', 'x12', 'y12', 'z12', 'x13', 'y13', 'z13', 'x14', 'y14', 'z14', 'x15', 'y15', 'z15', 'x16', 'y16', 'z16', 'x17', 'y17', 'z17', 'x18', 'y18', 'z18', 'x19', 'y19', 'z19', 'x20', 'y20', 'z20', 'x21', 'y21', 'z21']","[9.21, 0.99348534202, 2.45385450597, 106.1]","[0.30089, 0.20127, 0.18147, 0.17387, 0.03262, 0.11695, 0.05014, -0.05231, 0.18035, -0.07589, 0.78099, 0.11634, 0.79463, 0.67872, 0.1738, 0.68463, 0.51532, 0.10402, 0.56601, 0.44932, 0.17224, 0.42424, 0.27741, 0.11672, 0.0412, 0.39067, 0.07245, -0.00092, 0.15881, 0.04497, 0.78847, 0.13878, 0.07346, 0.7486, -0.09081, 0.04464, 0.53574, 0.87264, 0.06842, 0.50833, 0.63715, 0.03304, 0.30515, 0.63715, 0.06617, 0.25041, 0.40555, 0.0442, 0.146, 0.38905, 0.17219, 0.86038, 0.10055, 0.17357, 0.59606, 0.82384, 0.1694, 0.41856, 0.64581, 0.16732, -0.05418, 0.32296, 0.2006]"
222,hP24-H3Ho-165,hP24,165,"['adg', 'f']","['a', 'c/a']","['z2', 'x3', 'x4', 'y4', 'z4']","[6.308, 1.03994927077]","[0.167, 0.666, 0.356, 0.028, 0.096]"
223,cP7-B6Ca-221,cP7,221,"['f', 'a']",['a'],['x2'],[4.145],[0.2117]
224,hP9-O2Si-152,hP9,152,"['c', 'a']","['a', 'c/a']","['x1', 'x2', 'y2', 'z2']","[4.914, 1.10012210012]","[0.4699, 0.413, 0.2668, 0.214]"
225,tI16-CuFeS2-122,tI16,122,"['a', 'b', 'd']","['a', 'c/a']",['x3'],"[5.289, 1.97069389299]",[0.2574]
226,cI112-Ga4Ni3-230,cI112,230,"['af', 'g']",['a'],"['x2', 'y3']",[11.411],"[0.0, 0.625]"
227,oC8-BCr-63,oC8,63,"['c', 'c']","['a', 'b/a', 'c/a']","['y1', 'y2']","[2.9782, 2.64253575985, 0.985360284736]","[0.436, 0.14525]"
228,cF96-NiTi2-227,cF96,227,"['e', 'cf']",['a'],"['x2', 'x3']",[11.278],"[0.215, 0.44]"
229,tI10-Al4Ba-139,tI10,139,"['de', 'a']","['a', 'c/a']",['z3'],"[4.53, 2.45033112583]",[0.38]
230,oC24-PdSn2-41,oC24,41,"['aa', 'bb']","['a', 'b/a', 'c/a']","['z1', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[6.478, 1.0, 1.87635072553]","[0.01, 0.238, 0.342, 0.158, 0.125, 0.25, 0.25, -0.125]"
231,cI26-Al12W-204,cI26,204,"['g', 'a']",['a'],"['y2', 'z2']",[7.58],"[0.184, 0.691]"
232,cF8-SZn-216,cF8,216,"['c', 'a']",['a'],[],[5.4093],[]
233,cF16-NaTl-227,cF16,227,"['a', 'b']",['a'],[],[7.483],[]
234,oP6-CaCl2-58,oP6,58,"['a', 'g']","['a', 'b/a', 'c/a']","['x2', 'y2']","[6.24, 1.03044871795, 0.673076923077]","[0.275, 0.325]"
235,hR2-alpha-As-166,hR2,166,['c'],"['a', 'c/a']",['x1'],"[3.7595, 2.7815666977]",[0.22754]
236,mC34-Pu-12,mC34,12,['ahiiijj'],"['a', 'b/a', 'c/a', 'beta']","['y2', 'x3', 'z3', 'x4', 'z4', 'x5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7']","[11.93871, 0.876392843113, 0.658278825769, 129.00411]","[0.22, 0.854, 0.241, 0.663, 0.745, 0.566, 0.238, 0.355, 0.232, -0.037, 0.333, 0.35, 0.586]"
237,oP20-B4Mg-62,oP20,62,"['ccd', 'c']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'y4', 'z4']","[5.464, 0.810395314788, 1.36749633968]","[0.22451, 0.65626, 0.55801, 0.6466, 0.05131, 0.36362, 0.13079, 0.0579, 0.06543]"
238,tP6-Cu2Sb-129,tP6,129,"['ac', 'c']","['a', 'c/a']","['z2', 'z3']","[4.0006, 1.52584612308]","[0.27, 0.7]"
239,tI80-In2S3-141,tI80,141,"['ceh', 'hhh']","['a', 'c/a']","['z2', 'y3', 'z3', 'y4', 'z4', 'y5', 'z5', 'y6', 'z6']","[7.5937, 4.26037373086]","[0.2044, 0.5201, 0.3324, 0.516, 0.2547, 0.494, 0.0859, 0.4667, 0.4164]"
240,cF112-CFe3W3-227,cF112,227,"['c', 'de', 'f']",['a'],"['x3', 'x4']",[11.087],"[0.7047, 0.323]"
241,hR10-FeO3Ti-148,hR10,148,"['c', 'f', 'c']","['a', 'c/a']","['x1', 'x2', 'x3', 'y3', 'z3']","[5.0884, 2.76815894977]","[0.35537, 0.1464, 0.22174, 0.56249, 0.95095]"
242,tI96-PPrS4-142,tI96,142,"['e', 'ab', 'gg']","['a', 'c/a']","['x3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[10.914, 1.77396005131]","[0.0375, 0.2482, 0.3197, -0.0867, 0.0923, 0.1117, 0.0025]"
243,tI26-Mn12Th-139,tI26,139,"['fij', 'a']","['a', 'c/a']","['x3', 'x4']","[8.47, 0.584415584416]","[0.361, 0.278]"
244,oC16-CuO2Sr-63,oC16,63,"['c', 'cc', 'c']","['a', 'b/a', 'c/a']","['y1', 'y2', 'y3', 'y4']","[3.577, 4.56863293263, 1.09538719597]","[0.06109, -0.0558, 0.1792, 0.33096]"
245,tI14-CuLa2O4-139,tI14,139,"['a', 'e', 'ce']","['a', 'c/a']","['z3', 'z4']","[3.7817, 3.50337149959]","[0.36075, 0.1824]"
246,tI4-Sn-141,tI4,141,['a'],"['a', 'c/a']",[],"[5.8318, 0.545611989437]",[]
247,mC14-Au5Mn2-12,mC14,12,"['aii', 'i']","['a', 'b/a', 'c/a', 'beta']","['x2', 'z2', 'x3', 'z3', 'x4', 'z4']","[9.188, 0.430343926861, 0.705158902917, 97.56]","[0.14286, 0.42857, 0.28571, 0.85714, 0.42857, 0.28571]"
248,hP8-CSi-186,hP8,186,"['ab', 'ab']","['a', 'c/a']","['z1', 'z2', 'z3', 'z4']","[3.08051, 3.27374363336]","[0.18784, 0.0, 0.43671, 0.24982]"
249,mC16-AlCl3-12,mC16,12,"['g', 'ij']","['a', 'b/a', 'c/a', 'beta']","['y1', 'x2', 'z2', 'x3', 'y3', 'z3']","[5.914, 1.73047007102, 1.03956712885, 108.25]","[0.1662, 0.2147, 0.2263, 0.2518, 0.32131, 0.2248]"
250,hR7-C6Ca-166,hR7,166,"['g', 'a']","['a', 'c/a']",['x2'],"[4.33304, 3.13251204697]",[0.16667]
251,tI6-H2Th-139,tI6,139,"['d', 'a']","['a', 'c/a']",[],"[4.1, 1.22682926829]",[]
252,hR8-AlF3-155,hR8,155,"['c', 'de']","['a', 'c/a']","['x1', 'y2', 'y3']","[4.91608, 2.53341483458]","[0.237, 0.43, 0.07]"
253,oP12-PbCl2-62,oP12,62,"['cc', 'c']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3']","[7.6204, 0.595008136056, 1.1869718125]","[0.125, 0.4217, 0.0202, 0.837, 0.2377, 0.0959]"
254,hP6-CaIn2-194,hP6,194,"['b', 'f']","['a', 'c/a']",['z2'],"[4.895, 1.58324821246]",[0.045]
255,oP40-C3Cr7-62,oP40,62,"['cd', 'cccdd']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7']","[4.526, 1.54882898807, 2.68272205038]","[0.4594, 0.5629, 0.0579, 0.6261, 0.2501, 0.2063, 0.2619, 0.4165, 0.0288, 0.0291, 0.3428, 0.0565, 0.0642, 0.8119, 0.2509, 0.0657, 0.0218]"
256,hP6-Cu2Te-191,hP6,191,"['h', 'e']","['a', 'c/a']","['z1', 'z2']","[4.237, 1.71040830776]","[0.306, 0.16]"
257,oI12-S2Si-72,oI12,72,"['j', 'a']","['a', 'b/a', 'c/a']","['x2', 'y2']","[9.583, 0.585829072316, 0.578837524783]","[0.1182, 0.2088]"
258,oF24-Si2Ti-70,oF24,70,"['e', 'a']","['a', 'b/a', 'c/a']",['x2'],"[8.2671, 0.580614725841, 1.0342804611]",[0.4615]
259,oC24-O2Si-20,oC24,20,"['abc', 'c']","['a', 'b/a', 'c/a']","['x1', 'y2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[8.74, 0.576659038902, 0.942791762014]","[0.3336, 0.4403, 0.2453, 0.1971, 0.2713, 0.33154, 0.03589, 0.81143]"
260,cP8-AsCu3S4-215,cP8,215,"['a', 'c', 'e']",['a'],['x3'],[5.28],[0.25]
261,hR2-beta-O-166,hR2,166,['c'],"['a', 'c/a']",['x1'],"[3.289, 3.42991790818]",[0.0543]
